sample,type,setting
MAE-34_13750gen_JEB840,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode60.fastq.gz
MAE-35_13750gen_JEB841,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode81.fastq.gz
MAE-35_13750gen_JEB841,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode61.fastq.gz
MAE-36_13750gen_JEB842,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode82.fastq.gz
MAE-36_13750gen_JEB842,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode62.fastq.gz
MAE-37_13750gen_JEB843,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode83.fastq.gz
MAE-37_13750gen_JEB843,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode63.fastq.gz
MAE-38_13750gen_JEB844,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode84.fastq.gz
MAE-38_13750gen_JEB844,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode64.fastq.gz
MAE-39_13750gen_JEB845,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode01.fastq.gz
MAE-39_13750gen_JEB845,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode65.fastq.gz
MAE-40_13750gen_JEB846,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode02.fastq.gz
MAE-41_13750gen_JEB847,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode03.fastq.gz
MAE-41_13750gen_JEB847,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode66.fastq.gz
MAE-42_13750gen_JEB848,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode04.fastq.gz
MAE-42_13750gen_JEB848,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode67.fastq.gz
MAE-43_13750gen_JEB849,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode05.fastq.gz
