file,sample,treatment,population,time,clone,MUTATOR_STATUS,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.ISRSO11,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3
Ara+1_500gen_768A.gd,Ara+1_500gen_768A,LTEE,Ara+1,500,A,non-mutator,4,3,0,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+1_500gen_768B.gd,Ara+1_500gen_768B,LTEE,Ara+1,500,B,non-mutator,3,1,0,1,0,0,0,1,0,0,4465410,4629812,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ara+1_1000gen_958A.gd,Ara+1_1000gen_958A,LTEE,Ara+1,1000,A,non-mutator,4,2,1,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+1_1000gen_958B.gd,Ara+1_1000gen_958B,LTEE,Ara+1,1000,B,non-mutator,2,1,0,0,0,0,0,1,0,0,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ara+1_1500gen_1062A.gd,Ara+1_1500gen_1062A,LTEE,Ara+1,1500,A,non-mutator,7,5,0,2,0,0,0,0,0,0,4465410,4629812,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+1_1500gen_1062B.gd,Ara+1_1500gen_1062B,LTEE,Ara+1,1500,B,non-mutator,6,5,0,1,0,0,0,0,0,0,4465410,4629812,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+1_2000gen_1158A.gd,Ara+1_2000gen_1158A,LTEE,Ara+1,2000,A,non-mutator,8,4,0,1,0,0,0,3,0,0,4465410,4629812,0,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0
Ara+1_2000gen_1158C.gd,Ara+1_2000gen_1158C,LTEE,Ara+1,2000,B,non-mutator,9,2,1,2,0,1,0,3,0,0,4465410,4629812,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0
Ara+1_5000gen_2173A.gd,Ara+1_5000gen_2173A,LTEE,Ara+1,5000,A,IS-mutator,22,4,2,2,0,1,0,13,0,0,4465410,4629812,0,2,0,0,0,2,0,13,0,0,0,0,0,2,0,0
Ara+1_5000gen_2173B.gd,Ara+1_5000gen_2173B,LTEE,Ara+1,5000,B,IS-mutator,19,7,0,2,0,0,0,10,0,0,4465410,4629812,0,5,0,0,0,2,0,10,0,0,0,0,0,2,0,0
Ara+1_10000gen_4530A.gd,Ara+1_10000gen_4530A,LTEE,Ara+1,10000,A,IS-mutator,35,10,3,5,0,1,0,16,0,0,4465410,4629812,1,7,0,0,0,2,0,15,1,0,0,0,0,4,0,0
Ara+1_10000gen_4530B.gd,Ara+1_10000gen_4530B,LTEE,Ara+1,10000,B,IS-mutator,32,8,1,4,0,1,0,18,0,0,4465410,4629812,1,5,0,0,0,2,0,16,2,0,0,0,0,3,0,0
Ara+1_15000gen_7183A.gd,Ara+1_15000gen_7183A,LTEE,Ara+1,15000,A,IS-mutator,48,15,4,7,0,3,0,19,0,0,4465410,4629812,1,10,0,0,0,4,0,18,1,0,0,0,1,5,0,0
Ara+1_15000gen_7183B.gd,Ara+1_15000gen_7183B,LTEE,Ara+1,15000,B,IS-mutator,47,16,4,7,0,2,0,18,0,0,4465410,4629812,1,9,1,0,0,5,0,17,1,0,0,0,1,5,0,0
Ara+1_20000gen_9282A.gd,Ara+1_20000gen_9282A,LTEE,Ara+1,20000,A,IS-mutator,54,16,4,8,0,2,0,24,0,0,4465410,4629812,1,12,0,0,0,3,0,23,1,0,0,0,2,5,0,0
Ara+1_20000gen_9282B.gd,Ara+1_20000gen_9282B,LTEE,Ara+1,20000,B,IS-mutator,56,18,5,9,0,2,1,21,0,0,4465410,4629812,2,12,0,0,1,3,0,20,1,0,0,0,2,5,0,0
Ara+1_30000gen_10450.gd,Ara+1_30000gen_10450,LTEE,Ara+1,30000,A,IS-mutator,82,26,8,11,0,2,1,34,0,0,4465410,4629812,4,17,0,0,1,4,2,30,2,0,0,0,2,7,0,0
Ara+1_30000gen_10451.gd,Ara+1_30000gen_10451,LTEE,Ara+1,30000,B,IS-mutator,78,27,6,14,0,2,1,28,0,0,4465410,4629812,3,18,0,0,2,4,1,26,1,0,0,0,3,8,0,0
Ara+1_40000gen_11008.gd,Ara+1_40000gen_11008,LTEE,Ara+1,40000,A,IS-mutator,93,32,8,14,0,2,1,36,0,0,4465410,4629812,5,21,0,0,1,5,2,32,2,0,0,0,2,9,0,0
Ara+1_40000gen_11009.gd,Ara+1_40000gen_11009,LTEE,Ara+1,40000,B,IS-mutator,96,30,8,15,0,4,1,37,0,1,4465410,4629812,6,19,1,0,1,3,4,32,1,0,0,0,5,8,0,0
Ara+1_50000gen_11392.gd,Ara+1_50000gen_11392,LTEE,Ara+1,50000,A,IS-mutator,112,46,8,16,0,3,1,37,0,1,4465410,4629812,7,28,2,0,1,8,2,34,1,0,0,0,3,9,0,0
Ara+1_50000gen_11393.gd,Ara+1_50000gen_11393,LTEE,Ara+1,50000,B,IS-mutator,116,44,9,16,0,3,1,42,0,1,4465410,4629812,8,27,1,0,1,7,4,36,2,0,0,0,4,9,0,0
Ara+2_500gen_769A.gd,Ara+2_500gen_769A,LTEE,Ara+2,500,A,non-mutator,2,2,0,0,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+2_500gen_769B.gd,Ara+2_500gen_769B,LTEE,Ara+2,500,B,non-mutator,2,2,0,0,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+2_1000gen_959A.gd,Ara+2_1000gen_959A,LTEE,Ara+2,1000,A,non-mutator,4,3,0,0,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ara+2_1000gen_959B.gd,Ara+2_1000gen_959B,LTEE,Ara+2,1000,B,non-mutator,4,3,0,0,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ara+2_1500gen_1063A.gd,Ara+2_1500gen_1063A,LTEE,Ara+2,1500,A,non-mutator,5,3,0,1,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ara+2_1500gen_1063B.gd,Ara+2_1500gen_1063B,LTEE,Ara+2,1500,B,non-mutator,6,5,0,0,0,0,0,1,0,0,4465410,4629812,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Ara+2_2000gen_1159A.gd,Ara+2_2000gen_1159A,LTEE,Ara+2,2000,A,non-mutator,8,6,0,1,0,0,0,1,0,0,4465410,4629812,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Ara+2_2000gen_1159B.gd,Ara+2_2000gen_1159B,LTEE,Ara+2,2000,B,non-mutator,9,5,0,1,0,0,0,3,0,0,4465410,4629812,1,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Ara+2_5000gen_2174A.gd,Ara+2_5000gen_2174A,LTEE,Ara+2,5000,A,non-mutator,12,5,2,0,0,1,0,4,0,0,4465410,4629812,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Ara+2_5000gen_2174B.gd,Ara+2_5000gen_2174B,LTEE,Ara+2,5000,B,non-mutator,11,5,2,0,0,1,0,3,0,0,4465410,4629812,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Ara+2_10000gen_4531A.gd,Ara+2_10000gen_4531A,LTEE,Ara+2,10000,A,non-mutator,23,12,3,3,0,2,0,3,0,0,4465410,4629812,0,9,2,0,0,1,1,1,1,0,0,0,3,1,0,0
Ara+2_10000gen_4531B.gd,Ara+2_10000gen_4531B,LTEE,Ara+2,10000,B,non-mutator,25,12,4,4,0,2,0,3,0,0,4465410,4629812,0,9,2,0,0,1,1,1,1,0,0,0,3,1,0,0
Ara+2_15000gen_7184A.gd,Ara+2_15000gen_7184A,LTEE,Ara+2,15000,A,non-mutator,31,15,5,5,0,3,0,3,0,0,4465410,4629812,0,11,2,0,0,2,1,1,1,0,0,0,4,1,0,0
Ara+2_15000gen_7184B.gd,Ara+2_15000gen_7184B,LTEE,Ara+2,15000,B,non-mutator,33,17,5,6,0,2,0,3,0,0,4465410,4629812,1,11,2,0,0,3,1,1,1,0,0,0,5,1,0,0
Ara+2_20000gen_8601A.gd,Ara+2_20000gen_8601A,LTEE,Ara+2,20000,A,non-mutator,37,18,6,6,0,2,0,5,0,0,4465410,4629812,0,12,2,0,0,4,2,1,2,0,0,0,4,1,0,0
Ara+2_20000gen_8601B.gd,Ara+2_20000gen_8601B,LTEE,Ara+2,20000,B,non-mutator,33,16,6,6,0,2,0,3,0,0,4465410,4629812,0,11,2,0,0,3,1,1,1,0,0,0,4,1,0,0
Ara+2_30000gen_10407.gd,Ara+2_30000gen_10407,LTEE,Ara+2,30000,A,non-mutator,46,23,7,6,0,2,0,8,0,0,4465410,4629812,0,15,2,0,0,6,3,1,4,0,0,0,4,1,0,0
Ara+2_30000gen_10408.gd,Ara+2_30000gen_10408,LTEE,Ara+2,30000,B,non-mutator,47,22,8,7,0,3,0,7,0,0,4465410,4629812,2,12,2,0,1,5,2,1,3,1,0,0,4,1,0,0
Ara+2_40000gen_10950.gd,Ara+2_40000gen_10950,LTEE,Ara+2,40000,A,non-mutator,58,32,9,6,0,2,0,9,0,0,4465410,4629812,1,20,3,0,0,8,4,2,3,0,0,0,4,1,0,0
Ara+2_40000gen_10951.gd,Ara+2_40000gen_10951,LTEE,Ara+2,40000,B,non-mutator,54,28,9,6,0,2,0,9,0,0,4465410,4629812,0,17,3,0,0,8,4,2,3,0,0,0,4,1,0,0
Ara+2_50000gen_11342.gd,Ara+2_50000gen_11342,LTEE,Ara+2,50000,A,non-mutator,67,37,10,8,0,2,0,10,0,0,4465410,4629812,0,23,3,0,0,11,4,3,3,0,0,0,6,1,0,0
Ara+2_50000gen_11343.gd,Ara+2_50000gen_11343,LTEE,Ara+2,50000,B,non-mutator,67,38,10,7,0,2,0,10,0,0,4465410,4629812,0,23,3,0,0,12,4,3,3,0,0,0,5,1,0,0
Ara+3_500gen_770A.gd,Ara+3_500gen_770A,LTEE,Ara+3,500,A,non-mutator,2,1,1,0,0,0,0,0,0,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+3_500gen_770B.gd,Ara+3_500gen_770B,LTEE,Ara+3,500,B,non-mutator,3,1,1,0,0,0,0,1,0,0,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ara+3_1000gen_960A.gd,Ara+3_1000gen_960A,LTEE,Ara+3,1000,A,non-mutator,4,2,1,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+3_1000gen_960B.gd,Ara+3_1000gen_960B,LTEE,Ara+3,1000,B,non-mutator,4,2,1,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+3_1500gen_1064A.gd,Ara+3_1500gen_1064A,LTEE,Ara+3,1500,A,non-mutator,6,3,1,1,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Ara+3_1500gen_1064B.gd,Ara+3_1500gen_1064B,LTEE,Ara+3,1500,B,non-mutator,6,4,1,0,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ara+3_2000gen_1160A.gd,Ara+3_2000gen_1160A,LTEE,Ara+3,2000,A,non-mutator,8,4,1,1,0,0,0,2,0,0,4465410,4629812,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Ara+3_2000gen_1160B.gd,Ara+3_2000gen_1160B,LTEE,Ara+3,2000,B,non-mutator,9,4,1,2,0,0,0,2,0,0,4465410,4629812,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Ara+3_5000gen_2175A.gd,Ara+3_5000gen_2175A,LTEE,Ara+3,5000,A,point-mutator,147,107,37,2,0,0,0,1,0,0,4465410,4629812,25,67,1,0,3,11,0,1,0,0,0,0,0,1,0,0
Ara+3_5000gen_2175B.gd,Ara+3_5000gen_2175B,LTEE,Ara+3,5000,B,point-mutator,152,116,34,1,0,0,0,1,0,0,4465410,4629812,28,74,2,0,1,11,0,1,0,0,0,0,0,1,0,0
Ara+3_10000gen_4532A.gd,Ara+3_10000gen_4532A,LTEE,Ara+3,10000,A,point-mutator,331,279,46,4,0,0,0,2,0,0,4465410,4629812,77,167,4,0,3,28,0,2,0,0,0,0,1,1,0,0
Ara+3_10000gen_4532B.gd,Ara+3_10000gen_4532B,LTEE,Ara+3,10000,B,point-mutator,375,310,58,4,0,0,0,3,0,0,4465410,4629812,89,185,3,0,5,28,0,3,0,0,0,0,1,1,0,0
Ara+3_15000gen_7185A.gd,Ara+3_15000gen_7185A,LTEE,Ara+3,15000,A,point-mutator,653,530,119,3,0,0,0,1,0,0,4465410,4629812,155,295,11,0,10,59,0,1,0,0,0,0,0,1,0,0
Ara+3_15000gen_7185B.gd,Ara+3_15000gen_7185B,LTEE,Ara+3,15000,B,point-mutator,644,524,115,2,0,1,0,2,0,0,4465410,4629812,153,291,10,0,10,60,0,1,1,0,0,0,0,1,0,0
Ara+3_20000gen_8602A.gd,Ara+3_20000gen_8602A,LTEE,Ara+3,20000,A,point-mutator,873,730,140,2,0,0,0,1,0,0,4465410,4629812,220,408,16,0,11,75,0,1,0,0,0,0,0,1,0,0
Ara+3_20000gen_8602B.gd,Ara+3_20000gen_8602B,LTEE,Ara+3,20000,B,point-mutator,871,727,141,2,0,0,0,1,0,0,4465410,4629812,215,411,16,0,12,73,0,1,0,0,0,0,0,1,0,0
Ara+3_30000gen_10410.gd,Ara+3_30000gen_10410,LTEE,Ara+3,30000,A,point-mutator,1128,942,179,4,0,0,0,3,0,0,4465410,4629812,292,523,16,0,15,96,0,1,2,0,0,0,1,1,0,0
Ara+3_30000gen_10411.gd,Ara+3_30000gen_10411,LTEE,Ara+3,30000,B,point-mutator,1143,962,174,4,0,0,0,3,0,0,4465410,4629812,289,540,17,0,15,101,0,1,2,0,0,0,1,1,0,1
Ara+3_40000gen_10953.gd,Ara+3_40000gen_10953,LTEE,Ara+3,40000,A,point-mutator,1532,1262,261,5,0,0,0,4,0,0,4465410,4629812,389,707,22,0,17,127,0,1,2,0,1,0,1,1,0,0
Ara+3_40000gen_10954.gd,Ara+3_40000gen_10954,LTEE,Ara+3,40000,B,point-mutator,1537,1270,259,4,0,0,0,4,0,0,4465410,4629812,389,710,24,0,19,128,0,1,2,0,1,0,1,1,0,0
Ara+3_50000gen_11345.gd,Ara+3_50000gen_11345,LTEE,Ara+3,50000,A,point-mutator,1729,1448,271,6,0,0,0,4,0,0,4465410,4629812,450,811,24,0,20,143,0,1,2,0,1,0,1,1,0,0
Ara+3_50000gen_11346.gd,Ara+3_50000gen_11346,LTEE,Ara+3,50000,B,point-mutator,1640,1361,269,5,0,0,0,5,0,0,4465410,4629812,407,765,26,0,19,144,2,1,2,0,0,0,1,1,0,0
Ara+4_500gen_771A.gd,Ara+4_500gen_771A,LTEE,Ara+4,500,A,non-mutator,2,1,0,0,0,1,0,0,0,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+4_500gen_771B.gd,Ara+4_500gen_771B,LTEE,Ara+4,500,B,non-mutator,3,2,1,0,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+4_1000gen_961A.gd,Ara+4_1000gen_961A,LTEE,Ara+4,1000,A,non-mutator,2,1,1,0,0,0,0,0,0,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+4_1000gen_961B.gd,Ara+4_1000gen_961B,LTEE,Ara+4,1000,B,non-mutator,4,2,1,1,0,0,0,0,0,0,4465410,4629812,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+4_1500gen_1065A.gd,Ara+4_1500gen_1065A,LTEE,Ara+4,1500,A,non-mutator,7,5,1,1,0,0,0,0,0,0,4465410,4629812,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+4_1500gen_1065B.gd,Ara+4_1500gen_1065B,LTEE,Ara+4,1500,B,non-mutator,9,8,1,0,0,0,0,0,0,0,4465410,4629812,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Ara+4_2000gen_1161A.gd,Ara+4_2000gen_1161A,LTEE,Ara+4,2000,A,non-mutator,6,4,1,1,0,0,0,0,0,0,4465410,4629812,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+4_2000gen_1161B.gd,Ara+4_2000gen_1161B,LTEE,Ara+4,2000,B,non-mutator,6,3,1,1,0,0,0,1,0,0,4465410,4629812,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Ara+4_5000gen_2176A.gd,Ara+4_5000gen_2176A,LTEE,Ara+4,5000,A,non-mutator,11,7,2,1,0,0,0,1,0,0,4465410,4629812,0,5,0,0,0,2,1,0,0,0,0,0,0,1,0,0
Ara+4_5000gen_2176B.gd,Ara+4_5000gen_2176B,LTEE,Ara+4,5000,B,non-mutator,8,6,1,1,0,0,0,0,0,0,4465410,4629812,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+4_10000gen_4533A.gd,Ara+4_10000gen_4533A,LTEE,Ara+4,10000,A,non-mutator,21,12,5,2,0,1,0,1,0,0,4465410,4629812,0,11,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Ara+4_10000gen_4533B.gd,Ara+4_10000gen_4533B,LTEE,Ara+4,10000,B,non-mutator,21,12,5,2,0,1,0,1,0,0,4465410,4629812,0,11,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Ara+4_15000gen_7186A.gd,Ara+4_15000gen_7186A,LTEE,Ara+4,15000,A,non-mutator,27,14,6,4,0,1,0,2,0,0,4465410,4629812,0,12,0,0,0,2,0,1,0,0,1,0,1,1,0,0
Ara+4_15000gen_7186B.gd,Ara+4_15000gen_7186B,LTEE,Ara+4,15000,B,non-mutator,27,15,6,3,0,1,0,2,0,0,4465410,4629812,0,12,0,0,0,3,0,1,0,0,1,0,1,1,0,0
Ara+4_20000gen_8603A.gd,Ara+4_20000gen_8603A,LTEE,Ara+4,20000,A,non-mutator,40,21,6,7,0,1,0,5,0,0,4465410,4629812,1,16,0,0,0,4,2,2,0,0,1,0,2,1,0,0
Ara+4_20000gen_8603B.gd,Ara+4_20000gen_8603B,LTEE,Ara+4,20000,B,non-mutator,36,21,6,6,0,1,0,2,0,0,4465410,4629812,1,16,0,0,0,4,0,1,0,0,1,0,2,1,0,0
Ara+4_30000gen_10414.gd,Ara+4_30000gen_10414,LTEE,Ara+4,30000,A,non-mutator,44,24,7,7,0,3,0,3,0,0,4465410,4629812,1,17,0,0,0,6,0,2,0,0,1,0,2,1,0,0
Ara+4_30000gen_10415.gd,Ara+4_30000gen_10415,LTEE,Ara+4,30000,B,non-mutator,42,25,7,6,0,1,0,3,0,0,4465410,4629812,2,16,0,0,0,7,0,2,0,0,1,0,2,1,0,0
Ara+4_40000gen_10956.gd,Ara+4_40000gen_10956,LTEE,Ara+4,40000,A,non-mutator,54,32,8,7,0,1,0,6,0,0,4465410,4629812,3,19,1,0,0,9,1,2,0,0,3,0,3,1,0,0
Ara+4_40000gen_10957.gd,Ara+4_40000gen_10957,LTEE,Ara+4,40000,B,non-mutator,54,31,8,7,0,1,0,7,0,0,4465410,4629812,2,20,1,0,0,8,3,2,0,0,2,0,3,1,0,0
Ara+4_50000gen_11348.gd,Ara+4_50000gen_11348,LTEE,Ara+4,50000,A,non-mutator,68,41,11,9,0,1,0,6,0,0,4465410,4629812,2,23,1,0,0,15,1,2,1,0,2,0,4,1,0,0
Ara+4_50000gen_11349.gd,Ara+4_50000gen_11349,LTEE,Ara+4,50000,B,non-mutator,67,41,10,8,0,2,0,6,0,0,4465410,4629812,2,23,1,0,0,15,2,2,0,0,2,0,4,1,0,0
Ara+5_500gen_772A.gd,Ara+5_500gen_772A,LTEE,Ara+5,500,A,non-mutator,2,1,0,0,0,0,0,1,0,0,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ara+5_500gen_772B.gd,Ara+5_500gen_772B,LTEE,Ara+5,500,B,non-mutator,2,2,0,0,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+5_1000gen_962A.gd,Ara+5_1000gen_962A,LTEE,Ara+5,1000,A,non-mutator,5,3,1,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+5_1000gen_962B.gd,Ara+5_1000gen_962B,LTEE,Ara+5,1000,B,non-mutator,3,2,0,1,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+5_1500gen_1066A.gd,Ara+5_1500gen_1066A,LTEE,Ara+5,1500,A,non-mutator,5,3,0,1,0,0,0,1,0,0,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ara+5_1500gen_1066B.gd,Ara+5_1500gen_1066B,LTEE,Ara+5,1500,B,non-mutator,4,3,0,0,0,0,0,1,0,0,4465410,4629812,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ara+5_2000gen_1162A.gd,Ara+5_2000gen_1162A,LTEE,Ara+5,2000,A,non-mutator,7,4,1,1,0,0,0,1,0,0,4465410,4629812,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ara+5_2000gen_1162B.gd,Ara+5_2000gen_1162B,LTEE,Ara+5,2000,B,non-mutator,6,4,0,1,0,0,0,1,0,0,4465410,4629812,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ara+5_5000gen_2177A.gd,Ara+5_5000gen_2177A,LTEE,Ara+5,5000,A,non-mutator,15,9,0,2,0,0,0,4,0,0,4465410,4629812,0,9,0,0,0,0,0,4,0,0,0,0,0,2,0,0
Ara+5_5000gen_2177B.gd,Ara+5_5000gen_2177B,LTEE,Ara+5,5000,B,non-mutator,11,8,0,1,0,0,0,2,0,0,4465410,4629812,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Ara+5_10000gen_4534A.gd,Ara+5_10000gen_4534A,LTEE,Ara+5,10000,A,non-mutator,20,15,0,2,0,1,0,2,0,0,4465410,4629812,0,12,0,0,0,3,0,2,0,0,0,0,0,2,0,0
Ara+5_10000gen_4534B.gd,Ara+5_10000gen_4534B,LTEE,Ara+5,10000,B,non-mutator,17,12,0,2,0,1,0,2,0,0,4465410,4629812,0,10,0,0,0,2,0,2,0,0,0,0,0,2,0,0
Ara+5_15000gen_7187A.gd,Ara+5_15000gen_7187A,LTEE,Ara+5,15000,A,non-mutator,30,18,1,2,0,2,0,7,0,0,4465410,4629812,2,15,0,0,0,1,1,6,0,0,0,0,2,1,0,0
Ara+5_15000gen_7187B.gd,Ara+5_15000gen_7187B,LTEE,Ara+5,15000,B,non-mutator,31,18,1,3,0,2,0,7,0,0,4465410,4629812,3,14,0,0,0,1,1,6,0,0,0,0,2,1,0,0
Ara+5_20000gen_8604A.gd,Ara+5_20000gen_8604A,LTEE,Ara+5,20000,A,non-mutator,33,20,2,5,0,1,0,5,0,0,4465410,4629812,3,14,0,0,0,3,0,4,1,0,0,0,1,1,0,0
Ara+5_20000gen_8604B.gd,Ara+5_20000gen_8604B,LTEE,Ara+5,20000,B,non-mutator,32,20,1,5,0,1,0,5,0,0,4465410,4629812,3,14,0,0,0,3,0,4,1,0,0,0,1,1,0,0
Ara+5_30000gen_10432.gd,Ara+5_30000gen_10432,LTEE,Ara+5,30000,A,non-mutator,50,27,4,5,0,4,0,10,0,0,4465410,4629812,2,22,1,0,0,2,1,8,1,0,0,0,4,2,0,0
Ara+5_30000gen_10433.gd,Ara+5_30000gen_10433,LTEE,Ara+5,30000,B,non-mutator,51,28,4,5,0,4,0,10,0,0,4465410,4629812,2,23,1,0,0,2,1,8,1,0,0,0,4,2,0,0
Ara+5_40000gen_10982.gd,Ara+5_40000gen_10982,LTEE,Ara+5,40000,A,non-mutator,64,36,6,5,0,3,0,14,0,0,4465410,4629812,4,27,2,0,0,3,3,8,3,0,0,0,4,2,0,0
Ara+5_40000gen_10983.gd,Ara+5_40000gen_10983,LTEE,Ara+5,40000,B,non-mutator,66,36,6,6,0,3,0,15,0,0,4465410,4629812,4,26,2,0,0,4,3,9,3,0,0,0,5,2,0,0
Ara+5_50000gen_11367.gd,Ara+5_50000gen_11367,LTEE,Ara+5,50000,A,non-mutator,77,45,8,5,0,3,0,16,0,0,4465410,4629812,5,32,2,0,0,6,3,10,3,0,0,0,4,2,0,0
Ara+5_50000gen_11368.gd,Ara+5_50000gen_11368,LTEE,Ara+5,50000,B,non-mutator,76,42,9,6,0,3,0,16,0,0,4465410,4629812,4,30,2,0,0,6,3,10,3,0,0,0,5,2,0,0
Ara+6_500gen_773A.gd,Ara+6_500gen_773A,LTEE,Ara+6,500,A,non-mutator,2,2,0,0,0,0,0,0,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+6_500gen_773B.gd,Ara+6_500gen_773B,LTEE,Ara+6,500,B,non-mutator,2,1,0,1,0,0,0,0,0,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+6_1000gen_963A.gd,Ara+6_1000gen_963A,LTEE,Ara+6,1000,A,non-mutator,4,3,0,1,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara+6_1000gen_963B.gd,Ara+6_1000gen_963B,LTEE,Ara+6,1000,B,non-mutator,3,3,0,0,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+6_1500gen_1067A.gd,Ara+6_1500gen_1067A,LTEE,Ara+6,1500,A,non-mutator,4,4,0,0,0,0,0,0,0,0,4465410,4629812,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara+6_1500gen_1067B.gd,Ara+6_1500gen_1067B,LTEE,Ara+6,1500,B,non-mutator,6,4,0,2,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+6_2000gen_1163A.gd,Ara+6_2000gen_1163A,LTEE,Ara+6,2000,A,non-mutator,5,4,0,1,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+6_2000gen_1163B.gd,Ara+6_2000gen_1163B,LTEE,Ara+6,2000,B,non-mutator,5,4,0,1,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara+6_5000gen_2178A.gd,Ara+6_5000gen_2178A,LTEE,Ara+6,5000,A,non-mutator,8,6,1,1,0,0,0,0,0,0,4465410,4629812,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Ara+6_5000gen_2178B.gd,Ara+6_5000gen_2178B,LTEE,Ara+6,5000,B,non-mutator,9,6,1,2,0,0,0,0,0,0,4465410,4629812,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0
